key	english	french	russian	bulgarian
Conversations/flavor_text/blacksmiths_march_trunk/init	A wooden clothing trunk.	Coffre à vêtements en bois.	Деревянный платяной сундук.	A wooden clothing trunk.
Conversations/flavor_text/blacksmiths_olric_desk/init	This must be Olric's collection of interesting crystals and minerals.	Ce doit être la collection de cristaux et de minerais remarquables d'Olric.	Судя по всему, это коллекция занимательных кристаллов и минералов Ольрика.	This must be Olric's collection of interesting crystals and minerals.
Conversations/flavor_text/blacksmiths_olric_shelf_left/init	A shelf lined with small geological treasures.	Étagère où s'alignent les petites trouvailles géologiques.	Шкаф заставлен небольшими геологическими находками.	A shelf lined with small geological treasures.
Conversations/flavor_text/blacksmiths_olric_shelf_right/init	A variety of strange looking rocks decorate this shelf.	Différentes roches d'apparence inhabituelle décorent l'étagère.	В этом шкафу лежат разные странные камни.	A variety of strange looking rocks decorate this shelf.
Conversations/flavor_text/blacksmiths_workbench/init	This work bench is scrupulously organized.	Cet établi est méticuleusement organisé.	Рабочий стол выглядит скрупулёзно упорядоченным.	This work bench is scrupulously organized.
Conversations/flavor_text/cairn/1	It seems someone placed them here a long time ago...	On dirait que quelqu'un les a placées là il y a très longtemps.	Видимо, давным-давно кто-то их так положил.	It seems someone placed them here a long time ago...
Conversations/flavor_text/cairn/init	A small pile of moss-covered stones.	Petit tas de pierres couvertes de mousse.	Небольшая груда камней, поросших мхом.	A small pile of moss-covered stones.
Conversations/flavor_text/caldarus_clothing_chest/1	Despite the chest's age, it still smells pleasantly of sandalwood - soothing and warm.	Malgré son ancienneté, le coffre dégage toujours une agréable odeur de bois de santal, apaisante et réconfortante.	Несмотря на возраст, от него всё ещё доносится запах сандалового дерева, мягкий и тёплый.	Despite the chest's age, it still smells pleasantly of sandalwood - soothing and warm.
Conversations/flavor_text/caldarus_clothing_chest/init	A clothing chest sits below shelves overflowing with ancient scrolls.	Un coffre à vêtements est installé sous des étagères débordant de parchemins anciens.	Под полками, забитыми древними свитками, стоит платяной сундук.	A clothing chest sits below shelves overflowing with ancient scrolls.
Conversations/flavor_text/caldarus_desk/1	Unfortunately, you can't read a word of it...	Malheureusement, vous n'arrivez pas à déchiffrer un seul mot...	К сожалению, вы не можете прочитать ни слова...	Unfortunately, you can't read a word of it...
Conversations/flavor_text/caldarus_desk/init	An old scroll lays open on the desk.	Un vieux parchemin est déroulé sur le bureau.	На столе лежит раскрытый свиток.	An old scroll lays open on the desk.
Conversations/flavor_text/caldarus_desk_alt/init	An old scroll lays open on the desk. It details the channeling of magical energy in subterranean environments.	Un vieux parchemin est ouvert sur le bureau. On y voit les flux d'énergie magique souterrains.	На столе лежит раскрытый старинный свиток. В нём описаны подробные инструкции по направлению магических потоков в подземных условиях.	An old scroll lays open on the desk. It details the channeling of magical energy in subterranean environments.
Conversations/flavor_text/caldarus_hearth/init	The sunken hearth gives the room a cozy ambience.	L'âtre enterré donne à la pièce une atmosphère confortable.	Очаг в полу создаёт атмосферу уюта.	The sunken hearth gives the room a cozy ambience.
Conversations/flavor_text/caldarus_scroll_closet/1	They appear to be well-preserved.	Ils semblent bien conservés.	С виду они хорошо сохранились.	They appear to be well-preserved.
Conversations/flavor_text/caldarus_scroll_closet/init	Ancient scrolls fill the shelves behind the curtain.	D'antiques rouleaux couvrent les étagères derrière le rideau.	Полки за занавеской набиты древними свитками.	Ancient scrolls fill the shelves behind the curtain.
Conversations/flavor_text/carpenters_birdhouses/init	A collection of cute bird houses handmade by Ryis.	Collection de jolis nichoirs fabriqués par Ryis.	Коллекция милых скворечников, которые сделал Риз.	A collection of cute bird houses handmade by Ryis.
Conversations/flavor_text/carpenters_f2_bookshelf/init	A variety of carpentry books and birdwatching guides fill the shelves.	Divers ouvrages de charpenterie et des guides ornithologiques emplissent les étagères.	На полках стоят разнообразные книги по ремеслу и по наблюдению за птицами.	A variety of carpentry books and birdwatching guides fill the shelves.
Conversations/flavor_text/carpenters_f2_landen_desk/init	It looks like Landen is in the middle of writing a letter to an old friend.	On dirait que Landen s'est lancé dans l'écriture d'une lettre à un vieil ami.	Кажется, Ланден не закончил письмо старому другу.	It looks like Landen is in the middle of writing a letter to an old friend.
Conversations/flavor_text/carpenters_f2_ryis_desk/init	Ryis seems to be working on a blueprint for something.	Ryis semble travailler sur un plan pour un projet.	Кажется, Риз разрабатывает какой-то чертёж.	Ryis seems to be working on a blueprint for something.
Conversations/flavor_text/carpenters_f2_ryis_trunk/init	An expertly crafted clothing trunk. It smells like fresh pine!	Coffre à vêtements fabriqué de main de maître. Il sent le pin fraîchement coupé !	Мастерски выполненный чемодан для одежды. Пахнет свежей сосной!	An expertly crafted clothing trunk. It smells like fresh pine!
Conversations/flavor_text/carpenters_tools/init	An impressive array of carpenter's tools are displayed on the walls.	Une impressionnante variété d'outils de charpentier est accrochée aux murs.	На стенах развешен впечатляющий набор ремесленных инструментов.	An impressive array of carpenter's tools are displayed on the walls.
Conversations/flavor_text/carpenters_worktable/init	The pleasant smell of wood chips fills the air.	L'odeur agréable des copeaux de bois emplit l'air.	В воздухе разносится приятный запах древесных щепок.	The pleasant smell of wood chips fills the air.
Conversations/flavor_text/celine_desk/1	"A note pasted to the side reads ""you can do it!"" with a poorly drawn smiley face underneath."	Sur une note collée à côté, on peut lire « Vous allez y arriver ! ». Un visage souriant est maladroitement tracé juste en dessous.	Сбоку прикреплена записка с надписью «у тебя получится!» и плохо нарисованным лицом с улыбкой.	"A note pasted to the side reads ""you can do it!"" with a poorly drawn smiley face underneath."
Conversations/flavor_text/celine_desk/init	A planter full of newly sprouted shoots.	Bac à fleurs rempli de pousses à peine sorties de terre.	Горшок с молодыми побегами.	A planter full of newly sprouted shoots.
Conversations/flavor_text/celine_end_table/init	A forgotten cup of tea, recently gone cold.	Tasse de thé oubliée, refroidie depuis peu.	Недавно остывшая чашка чая стоит, забытая на столе.	A forgotten cup of tea, recently gone cold.
Conversations/flavor_text/celine_fireplace/1	"""The $Codex Mistria$ that Errol loaned to me appears to be an ancient record of local flora... Amazing!"""	« Ce $Codex Mistria$ qu'Errol m'a prêté semble être un ancien registre de la flore locale... Incroyable ! »	"«Этот $""Кодекс Мистрии""$, который мне одолжил Эррол, оказывается, хранит древние записи о местной флоре... Потрясающе!»"	"""The $Codex Mistria$ that Errol loaned to me appears to be an ancient record of local flora... Amazing!"""
Conversations/flavor_text/celine_fireplace/init	A journal full of handwritten notes sits half open on the mantel.	Un journal couvert de notes manuscrites est posé, à demi ouvert, sur le manteau.	На каминной полке раскрыт журнал с рукописными записями.	A journal full of handwritten notes sits half open on the mantel.
Conversations/flavor_text/celine_plant_shelf/init	Celine's plant shelf fills the cottage with a fresh botanical scent.	De l'étagère où Céline pose ses plantes émane un frais parfum végétal qui emplit la petite maison.	Шкаф с растениями Селин наполняет домик ароматом зелени.	Celine's plant shelf fills the cottage with a fresh botanical scent.
Conversations/flavor_text/clinic_f1_desk/init	This must be where Valen mixes up her syrups.	Ce doit être l'endroit où Valen concocte ses sirops.	Должно быть, здесь Вален готовит свои сиропы.	This must be where Valen mixes up her syrups.
Conversations/flavor_text/clinic_f1_skeleton/1	It's a little bit disappointing.	C'est un peu décevant.	Даже немного жаль.	It's a little bit disappointing.
Conversations/flavor_text/clinic_f1_skeleton/init	Up close, it's clear that this isn't a real skeleton.	Vu de près, il est évident qu'il ne s'agit pas d'un vrai squelette.	Вблизи заметно, что это не настоящий скелет.	Up close, it's clear that this isn't a real skeleton.
Conversations/flavor_text/clinic_f1_trapdoor/init	A trapdoor to the basement. It's locked.	Une trappe menant à la cave. Elle est verrouillée.	Люк в подвал. Он заперт.	A trapdoor to the basement. It's locked.
Conversations/flavor_text/clinic_f2_bookshelf/init	The book shelf is filled with medical journals and mystery novels.	L'étagère est couverte de revues médicales et de romans policiers.	Книжный шкаф забит медицинскими заметками и детективными романами.	The book shelf is filled with medical journals and mystery novels.
Conversations/flavor_text/clinic_f2_cactus/1	It fills the room with the bright scent of cactus blossom.	Il emplit la pièce d'une vive odeur de cactée.	Аромат этого цветка разносится по всей комнате.	It fills the room with the bright scent of cactus blossom.
Conversations/flavor_text/clinic_f2_cactus/init	A cute cactus with a single flower.	Un ravissant cactus portant une unique fleur.	Симпатичный кактус с одним-единственным цветком.	A cute cactus with a single flower.
Conversations/flavor_text/clinic_f2_diary/1	Better leave it alone.	Mieux vaut le laisser là.	Лучше его не читать.	Better leave it alone.
Conversations/flavor_text/clinic_f2_diary/init	Valen's diary...	Journal intime de Valen...	Дневник Вален...	Valen's diary...
Conversations/flavor_text/clinic_shed_door_boarded/init	The door is boarded up.	La porte est barrée.	Эта дверь заколочена.	The door is boarded up.
Conversations/flavor_text/eastern_road_stairs_broken_fall/init	The stairs to the Deep Woods are covered in giant, impassable vines.	Les escaliers menant à Boissombre sont couverts d'immenses ronces infranchissables.	Ступени, ведущие в Глубокую чащу, застилают огромные непроходимые заросли.	The stairs to the Deep Woods are covered in giant, impassable vines.
Conversations/flavor_text/eastern_road_stairs_broken_spring/init	The stairs to the Deep Woods are covered in giant, impassable vines.	Les escaliers menant à Boissombre sont couverts d'immenses ronces infranchissables.	Ступени, ведущие в Глубокую чащу, застилают огромные непроходимые заросли.	The stairs to the Deep Woods are covered in giant, impassable vines.
Conversations/flavor_text/eastern_road_stairs_broken_summer/init	The stairs to the Deep Woods are covered in giant, impassable vines.	Les escaliers menant à Boissombre sont couverts d'immenses ronces infranchissables.	Ступени, ведущие в Глубокую чащу, застилают огромные непроходимые заросли.	The stairs to the Deep Woods are covered in giant, impassable vines.
Conversations/flavor_text/eastern_road_stairs_broken_winter/init	The stairs to the Deep Woods are covered in giant, impassable vines.	Les escaliers menant à Boissombre sont couverts d'immenses ronces infranchissables.	Ступени, ведущие в Глубокую чащу, застилают огромные непроходимые заросли.	The stairs to the Deep Woods are covered in giant, impassable vines.
Conversations/flavor_text/errol_bookshelf/1	"""The Sister Kingdoms"""	« Les royaumes sœurs »	«Сестринские королевства»	"""The Sister Kingdoms"""
Conversations/flavor_text/errol_bookshelf/2	"""The Caldosian Empire to the east of Aldaria is known to share cultural and religious customs with early Alda society."""	« L'Empire caldosien, à l'est d'Aldaria, est connu pour partager certaines coutumes culturelles et religieuses avec la société primitive d'Alda. »	«Известно, что культурные и религиозные обычаи в Кальдосийской империи, что на востоке Альдарии, схожи с укладом общества ранней Альды».	"""The Caldosian Empire to the east of Aldaria is known to share cultural and religious customs with early Alda society."""
Conversations/flavor_text/errol_bookshelf/3	"""Evidence suggests that both originate from a single pre-Alda civilization, though little is known about them."""	« Certains indices laissent à penser que tous deux sont issus d'une civilisation antérieure à Alda, bien que l'on sache très peu de choses sur le sujet. »	«Доступные источники позволяют предположить, что они обе произошли от одной доальдийской цивилизации, хотя о ней почти ничего не известно».	"""Evidence suggests that both originate from a single pre-Alda civilization, though little is known about them."""
Conversations/flavor_text/errol_bookshelf/init	A thick tome sits bookmarked on Errol's shelf...	Un ouvrage épais, orné d'un marque-page, se trouve sur l'étagère d'Errol.	В шкафу у Эррола стоит одна толстая книга с закладкой...	A thick tome sits bookmarked on Errol's shelf...
Conversations/flavor_text/errol_desk/init	Errol seems to have taken his museum curator work home with him.	Errol semble avoir apporté chez lui son travail de conservateur du musée.	Кажется, Эррол берёт музейную работу к собой домой.	Errol seems to have taken his museum curator work home with him.
Conversations/flavor_text/errol_toolbox/init	A box full of worn out mining tools.	Une caisse pleine d'outils de mineur usés.	Ящик, набитый старыми шахтёрскими инструментами.	A box full of worn out mining tools.
Conversations/flavor_text/floor_100_barrier/init	The barrier seems to be modulating the flow of $Magic$... for now.	Cette barrière semble réguler le flux de $magie$... pour l'instant.	Кажется, барьер регулирует поток $Магии$... Пока что.	The barrier seems to be modulating the flow of $Magic$... for now.
Conversations/flavor_text/general_home_bookshelf/init	Entrepreneurship books, wood carving books, and comic books all compete for shelf space.	Livres sur l'entrepreneuriat, ouvrages sur la sculpture sur bois et bandes dessinées sont serrés sur l'étagère.	Книги по предпринимательству, резьбе по дереву и комиксы соседствуют в одном шкафу.	Entrepreneurship books, wood carving books, and comic books all compete for shelf space.
Conversations/flavor_text/general_home_dollhouse/1	The walls inside are decorated with faded floral wallpaper and a freshly carved miniature wooden sword.	À l'intérieur, les murs sont décorés de papier peint à fleurs et d'une épée en bois miniature récemment sculptée.	Стены изнутри украшают выцветшие цветочные обои и крошечный свежевырезанный меч.	The walls inside are decorated with faded floral wallpaper and a freshly carved miniature wooden sword.
Conversations/flavor_text/general_home_dollhouse/init	A well-loved dollhouse crafted by Holt.	Maison de poupée très appréciée, fabriquée par Holt.	Ухоженный кукольный домик, который сделал Хольт.	A well-loved dollhouse crafted by Holt.
Conversations/flavor_text/general_home_workbench/init	Holt's workbench, filled with in-progress carved wooden figures.	Établi de Holt, couvert de figurines en bois à demi sculptées.	Рабочий стол Хольта покрыт недоделанными резными фигурками.	Holt's workbench, filled with in-progress carved wooden figures.
Conversations/flavor_text/general_store_dell_fort/init	A cozy looking blanket fort, guarded by a dog plushie.	Forteresse-cabane faite en couvertures et d'aspect très confortable, gardée par un chien en peluche.	Игрушечная собака охраняет домик из одеял. Выглядит уютно.	A cozy looking blanket fort, guarded by a dog plushie.
Conversations/flavor_text/general_store_dell_shelves/init	Wall shelves displaying an impressive collection of cool rocks and sticks.	Sur les étagères murales s'entasse une impressionnante collection de cailloux et de bâtons sympas.	На полках представлена впечатляющая коллекция крутых веток и камней.	Wall shelves displaying an impressive collection of cool rocks and sticks.
Conversations/flavor_text/general_store_dell_toybox/init	A toy chest filled with well loved toys and what can only be described as detritus.	Coffre rempli de jouets appréciés et de ce qu'on ne peut qu'appeler du rebut.	Игрушечный сундук с любимыми игрушками и предметами, которые можно описать только как «хлам».	A toy chest filled with well loved toys and what can only be described as detritus.
Conversations/flavor_text/general_store_holt_carvings/init	A collection of Holt's hand carved wooden figures. They're very cute!	Collection de figurines en bois sculptées par Holt. Elles sont très mignonnes !	Коллекция резных фигурок работы Хольта. Выглядят очаровательно!	A collection of Holt's hand carved wooden figures. They're very cute!
Conversations/flavor_text/general_store_holt_journal/1	You put it down quickly.	Vous vous hâtez de le reposer.	Вы быстро кладёте его на место.	You put it down quickly.
Conversations/flavor_text/general_store_holt_journal/init	A peek into this book reveals that it's Holt's punning journal.	Un coup d'œil jeté à ce livre révèle qu'il s'agit du journal dans lequel Holt consigne ses jeux de mots.	Взглянув на эту книгу, вы понимаете, что это журнал каламбуров Хольта.	A peek into this book reveals that it's Holt's punning journal.
Conversations/flavor_text/general_store_nora_shelf/init	Nora's General Store ledgers are neatly arranged on the shelves.	Les livres de comptes du magasin général de Nora sont soigneusement alignés sur les étagères.	На шкафах аккуратно расставлены книги Норы по бухучёту в универмаге.	Nora's General Store ledgers are neatly arranged on the shelves.
Conversations/flavor_text/general_store_produce_a/init	Fresh produce. Everything looks tasty!	Produits frais. Tous mettent l'eau à la bouche !	Свежие продукты. Они все выглядят так вкусно!	Fresh produce. Everything looks tasty!
Conversations/flavor_text/general_store_produce_b/init	Fresh produce, neatly organized.	Produits frais, soigneusement présentés.	Аккуратно сложенные свежие продукты.	Fresh produce, neatly organized.
Conversations/flavor_text/general_store_produce_fixed_a/init	The display is overflowing with fresh produce!	Le présentoir déborde de produits frais !	Ящики битком набиты свежими продуктами!	The display is overflowing with fresh produce!
Conversations/flavor_text/general_store_produce_fixed_b/init	The produce section is well-stocked and neatly organized.	La section des produits frais est bien achalandée et organisée avec soin.	В этом отделе аккуратно сложены овощи и фрукты.	The produce section is well-stocked and neatly organized.
Conversations/flavor_text/general_store_shelf_a_broken/init	The shelves are a little bit bare.	Les étagères sont un peu vides.	Полки выглядят слегка пустыми.	The shelves are a little bit bare.
Conversations/flavor_text/general_store_shelf_a_fixed/init	The shelves are looking nice and full!	Les étagères sont pleines de beaux produits !	Полки доверху забиты отличными товарами!	The shelves are looking nice and full!
Conversations/flavor_text/general_store_shelf_b_broken/init	Various items are low in stock.	Pour plusieurs denrées, le stock est limité.	Некоторые товары заканчиваются.	Various items are low in stock.
Conversations/flavor_text/general_store_shelf_b_fixed/init	The shelves are well-stocked!	Les étagères sont bien achalandées !	Товаров на полках хватает!	The shelves are well-stocked!
Conversations/flavor_text/glade_flowers/1	It would be best not to pick them.	Il vaut mieux ne pas les cueillir.	Лучше их не трогать.	It would be best not to pick them.
Conversations/flavor_text/glade_flowers/init	These flowers grow on hallowed ground.	Ces fleurs poussent sur des terres sacrées.	Эти цветы растут на священной земле.	These flowers grow on hallowed ground.
Conversations/flavor_text/glade_treasure/init	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...	Les $cuissardes$ et la $cuirasse$ du paladin du dragon reposaient ici depuis des temps immémoriaux...	$Набедренники$ и $кираса$ драконоверного хранились здесь долгие века...	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...
Conversations/flavor_text/glade_treasure_b/init	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...	Les $cuissardes$ et la $cuirasse$ du paladin du dragon reposaient ici depuis des temps immémoriaux...	$Набедренники$ и $кираса$ драконоверного хранились здесь долгие века...	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...
Conversations/flavor_text/glade_treasure_winter/init	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...	Les $cuissardes$ et la $cuirasse$ du paladin du dragon reposaient ici depuis des temps immémoriaux...	$Набедренники$ и $кираса$ драконоверного хранились здесь долгие века...	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...
Conversations/flavor_text/glade_treasure_winter_b/init	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...	Les $cuissardes$ et la $cuirasse$ du paladin du dragon reposaient ici depuis des temps immémoriaux...	$Набедренники$ и $кираса$ драконоверного хранились здесь долгие века...	The Dragonsworn's $Cuisses$ and $Cuirass$ rested here for untold centuries...
Conversations/flavor_text/glade_tree/init	The Dragonsworn's memorial tablet rests high in the ancient tree.	La tablette commémorative du paladin du dragon se trouve au sommet du vieil arbre.	В кроне древнего дерева виднеется мемориальная табличка драконоверного.	The Dragonsworn's memorial tablet rests high in the ancient tree.
Conversations/flavor_text/glade_tree_fall/init	The Dragonsworn's memorial tablet rests high in the ancient tree.	La tablette commémorative du paladin du dragon se trouve au sommet du vieil arbre.	В кроне древнего дерева виднеется мемориальная табличка драконоверного.	The Dragonsworn's memorial tablet rests high in the ancient tree.
Conversations/flavor_text/glade_tree_summer/init	The Dragonsworn's memorial tablet rests high in the ancient tree.	La tablette commémorative du paladin du dragon se trouve au sommet du vieil arbre.	В кроне древнего дерева виднеется мемориальная табличка драконоверного.	The Dragonsworn's memorial tablet rests high in the ancient tree.
Conversations/flavor_text/glade_tree_winter/init	The Dragonsworn's memorial tablet rests high in the ancient tree.	La tablette commémorative du paladin du dragon se trouve au sommet du vieil arbre.	В кроне древнего дерева виднеется мемориальная табличка драконоверного.	The Dragonsworn's memorial tablet rests high in the ancient tree.
Conversations/flavor_text/grave_b/1	In Loving Memory	À la mémoire de	«Светлая память»	In Loving Memory
Conversations/flavor_text/grave_b/2	Jade, Master Blacksmith	Jade, maître forgeronne	«Джейд, мастер-кузнец»	Jade, Master Blacksmith
Conversations/flavor_text/grave_b/3	Olin, Seafaring Merchant	Olin, commerçant maritime	«Олин, морской торговец»	Olin, Seafaring Merchant
Conversations/flavor_text/grave_b/init	A grave marker rests near the base of the tree...	Une marque de sépulture est fixée à la base de l'arbre...	У основания дерева стоит могильная плита...	A grave marker rests near the base of the tree...
Conversations/flavor_text/grave_c/1	It's too high up to read.	Elle est trop en hauteur pour être lisible.	Отсюда уже не прочитать.	It's too high up to read.
Conversations/flavor_text/grave_c/init	An old grave marker has grown into the tree...	Une ancienne marque de sépulture a poussé avec l'arbre...	Старая могильная плита вросла в дерево...	An old grave marker has grown into the tree...
Conversations/flavor_text/grave_e/1	In Loving Memory	À la mémoire de	«Светлая память»	In Loving Memory
Conversations/flavor_text/grave_e/2	Greta, of Sweetwater Farm	Greta, de la ferme de Doucerive	"«Грета с фермы ""Сладководье""»"	Greta, of Sweetwater Farm
Conversations/flavor_text/grave_e/init	A grave marker rests near the base of the tree...	Une marque de sépulture est fixée à la base de l'arbre...	У основания дерева стоит могильная плита...	A grave marker rests near the base of the tree...
Conversations/flavor_text/grave_f/init	An ancient grave marker has grown high up into the tree...	Une ancienne marque de sépulture a poussé avec l'arbre...	Древняя могильная плита высоко вросла в дерево...	An ancient grave marker has grown high up into the tree...
Conversations/flavor_text/grave_g/init	The grave-marked trees seem to stretch out endlessly into the woods beyond.	Les arbres portant une marque de sépulture semblent s'étendre à l'infini dans les bois devant vous...	Деревья с могильными плитами как будто уходят всё дальше и дальше в лес.	The grave-marked trees seem to stretch out endlessly into the woods beyond.
Conversations/flavor_text/haydens_farm_seesaw/init	It's a seesaw. For chickens.	C'est un tape-cul. Pour les poules.	Это качели. Для кур.	It's a seesaw. For chickens.
Conversations/flavor_text/haydens_nightstand/1	It's full of birdseed.	Elle est pleine de graines pour oiseaux.	Она наполнена зерном для кур.	It's full of birdseed.
Conversations/flavor_text/haydens_nightstand/init	A coffee cup sits on the nightstand...	Une tasse de café est posée sur la table de chevet...	На тумбочке стоит кофейная чашка...	A coffee cup sits on the nightstand...
Conversations/flavor_text/haydens_shelf/init	Henrietta's golden chicken prize sits proudly atop the shelf.	Le trophée en or d'Henrietta trône fièrement en haut de l'étagère.	Золотой кубок Генриетты гордо красуется на вершине шкафа.	Henrietta's golden chicken prize sits proudly atop the shelf.
Conversations/flavor_text/haydens_small_barn/init	Hayden's barn. This must be where his large animals live.	Grange d'Hayden. C'est sûrement ici que vivent ses grands animaux.	Хлев Хейдена. Должно быть, здесь у него живут крупные животные.	Hayden's barn. This must be where his large animals live.
Conversations/flavor_text/haydens_small_coop/init	Hayden's coop. This must be where his small animals live.	Poulailler d'Hayden. C'est sûrement ici que vivent ses petits animaux.	Вольер Хейдена. Должно быть, здесь у него живут мелкие животные.	Hayden's coop. This must be where his small animals live.
Conversations/flavor_text/haydens_statue/init	A beautifully carved wooden chicken. It looks very snug in its basket.	Magnifique poule en bois sculpté. Elle a l'air douillettement installée dans son panier.	Изящно вырезанная деревянная курица. Она так уютно устроилась в корзине!	A beautifully carved wooden chicken. It looks very snug in its basket.
Conversations/flavor_text/haydens_trunk/init	A large clothing trunk. It smells like grain, warm and sweet.	Grand coffre à vêtements. Il s'en dégage l'odeur douce et réconfortante du grain.	Большой платяной сундук. От него доносится тёплый и сладкий аромат зерна.	A large clothing trunk. It smells like grain, warm and sweet.
